Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-01-14,Eternal Sunshine of the Spotless Mind,2004,https://boxd.it/1Au2cZ,5,,"a regular sweet guy and an impulsive girl fall in love, have wonderful experiences, ultimately have a fight. girl and then they guy (hurt by non-recognition) medically erase each other from memory. the guy (sleeping while the procedure happens) changes his mind and tries to fight the erasure by going off the ""experience map"" shared with the doctor earlier by taking his memory of the girl elsewhere. during the procedure, the female assistant realizes the value of memories after she learns that she's had her own memory wiped - and determines to tell all patients about their lost memories. but the girl and the guy somehow retain an inkling that they're missing something - happen to meet and fall in love again. they then learn about their negative feelings about each other from tape sent by the doctor's assistant. somehow make up and live happily. great adventure in memory zone. quite sweet. brings home the realist message of the inevitable surfacing imperfections and irritations in a couple - and the rewards that await if they overcome it (with pain).",,2021-01-14
2021-01-14,The Great Passage,2016,https://boxd.it/1Au2d9,5,,"Introverted dictionary editor Mishima, his two dedicated seniors, the extrovert PR guy collaborate beautifully. At home (run by a sushi cook's grandmother), Mishima finds love with the shushi cook.",,2021-01-14
2021-01-14,The Dictator,2012,https://boxd.it/1Au2dj,5,,"The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed. Visits New York, gets kidnapped, beard goes, works in a shop, finally gets his place back.",,2021-01-14
2021-01-14,The Dictator,2012,https://boxd.it/1Au2dt,,,ridiculous hitler,,2021-01-14
2021-01-14,The Ladykillers,2004,https://boxd.it/1Au2dD,,,latin professor and thief team decimate themselves,,2021-01-14
2021-01-14,Men in Black,1997,https://boxd.it/1Au2dN,,,save us from alien immigration,,2021-01-14
2021-01-14,I Spy,2002,https://boxd.it/1Au2e7,,,spy in east europe with funny boxer stops sale of invisible plane to terrorists.,,2021-01-14
2021-01-14,Bean,1997,https://boxd.it/1Au2eh,,,the screw-up genius art expert (sic),,2021-01-14
2021-01-14,Mars Attacks!,1996,https://boxd.it/1Au2er,,,comically fierce martian invaders get splattered with music.,,2021-01-14
2021-01-14,Harold & Kumar Go to White Castle,2004,https://boxd.it/1Au2eB,,,chinese and indian american dopeheads blunder to newcastle burger place.,,2021-01-14
2021-01-14,Jo Bole So Nihaal,2005,https://boxd.it/1Au2eL,,,a honest punjAbi policeman goes to amErica to catch terrorist weak plot.,,2021-01-14
2021-01-14,The Blues Brothers,1980,https://boxd.it/1Au2eV,2.5,,two weird blues singers put together their band to raise money for their orphanage's tax bill,,2021-01-14
2021-01-14,Galaxy Quest,1999,https://boxd.it/1Au2f5,,,parody on star trek involving naive ever-smiling aliens recreating starfleet based on television broadcasts.,,2021-01-14
2021-01-14,The Three Stooges,2012,https://boxd.it/1Au2ff,5,,Graucho marx and his brothers!,,2021-01-14
2021-01-14,Takeshi's Castle Vol. 1,2009,https://boxd.it/1Au2fz,,,Japanese individual obstacle filled race.,,2021-01-14
2021-01-14,Return of the Jedi,1983,https://boxd.it/1AubT9,4,,the movies present intriguing and effective reliance on instinct and noble (rather than dark) emotions - they miss the fact that both are useful and natural in their appropriate place.,,
2021-01-14,Star Wars: The Force Awakens,2015,https://boxd.it/1AucqH,3,,"Hans Solo and Leia estranged, their son a sith lord. Empire against the republic. Luke run away and being sought by everyone. A rehash of episode 4, essentially. Entirely predictable. A child's game. Not much juice too. Some shRngAra - lovers tension. Attempted delivery of thrill of superb flying, which fails to thrill anymore (where's the suspense?). PS: Did not watch 3D.",,
