Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
66678,"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,"Salvatore, R.A.",,"=""0786939834""","=""9780786939831""",2,4.19,Wizards of the Coast,Mass Market Paperback,343,2006,1990,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#97),read,,,,1,,,0,,,,,
66695,"Sojourn (Forgotten Realms: The Dark Elf Trilogy, #3; Legend of Drizzt, #3)",R.A. Salvatore,"Salvatore, R.A.",,"=""1560760478""","=""9781560760474""",2,4.18,Wizards of the Coast,Mass Market Paperback,309,1999,1991,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#98),read,,,,1,,,0,,,,,
464690,Outlaw of Gor (Gor #2),John Norman,"Norman, John",,"=""0345314115""","=""9780345314116""",1,3.50,Del Rey Books,Mass Market Paperback,254,1983,1967,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#93),read,,,,1,,,0,,,,,
50027,"Homeland (Forgotten Realms: The Dark Elf Trilogy, #1; Legend of Drizzt, #1)",R.A. Salvatore,"Salvatore, R.A.",,"=""""","=""""",2,4.23,Wizards of the Coast,Mass Market Paperback,343,2005,1990,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#96),read,,,,1,,,0,,,,,
890361,Priest-Kings of Gor (Gor #3),John Norman,"Norman, John",,"=""0345295390""","=""9780345295392""",1,3.54,Del Rey,Mass Market Paperback,317,1968,1968,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#94),read,,,,1,,,0,,,,,
464682,Nomads of Gor (Gor #4),John Norman,"Norman, John",,"=""0345334213""","=""9780345334213""",1,3.62,Del Rey,Mass Market Paperback,344,1981,1969,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#95),read,,,,1,,,0,,,,,
464685,Tarnsman of Gor (Gor #1),John Norman,"Norman, John",,"=""0809556154""","=""9780809556151""",1,3.42,Wildside Press,Paperback,160,2006,1967,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#92),read,,,,1,,,0,,,,,
2352329,The Efficiency Expert,Edgar Rice Burroughs,"Burroughs, Edgar Rice",,"=""1592244920""","=""9781592244928""",4,3.71,Wildside Press,Paperback,212,2004,1921,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#90),read,,,,1,,,0,,,,,
828196,"Tarzan and the Golden Lion (Tarzan, #9)",Edgar Rice Burroughs,"Burroughs, Edgar Rice",,"=""0345289986""","=""9780345289988""",3,3.76,Ballantine Books,Mass Market Paperback,191,1979,1923,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#89),read,,,,1,,,0,,,,,
377367,Mutation,Robin Cook,"Cook, Robin",Simone Manceau,"=""2266071319""","=""9782266071314""",4,3.80,Pocket ,Paperback,312,1998,1989,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#87),read,,,,1,,,0,,,,,
31463,Far From the Madding Crowd,Thomas Hardy,"Hardy, Thomas","Rosemarie Morgan, Shannon Russell","=""0141439653""","=""9780141439655""",4,3.94,Penguin Books,Paperback,433,2003,1874,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#88),read,,,,1,,,0,,,,,
66468,Fever,Robin Cook,"Cook, Robin",,"=""0425174204""","=""9780425174203""",4,3.77,Berkley Books,Paperback,352,2000,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#85),read,,,,1,,,0,,,,,
259523,Acceptable Risk,Robin Cook,"Cook, Robin",,"=""0330343386""","=""9780330343381""",3,3.81,Pan,Paperback,416,1996,1995,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#86),read,,,,1,,,0,,,,,
259538,"Outbreak (Dr. Marissa Blumenthal, #1)",Robin Cook,"Cook, Robin",,"=""042510687X""","=""9780425106877""",4,3.98,G.P. Putnam's Sons,Paperback,340,1988,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#81),read,,,,1,,,0,,,,,
66469,"Contagion (Jack Stapleton & Laurie Montgomery, #2)",Robin Cook,"Cook, Robin",,"=""0425155943""","=""9780425155943""",4,3.95,G.P. Putnam's Sons,Mass Market Paperback,496,1996,1992,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#82),read,,,,1,,,0,,,,,
377347,"Vector (Jack Stapleton & Laurie Montgomery, #4)",Robin Cook,"Cook, Robin",,"=""0425172996""","=""9780425172995""",4,3.84,G.P. Putnam's Sons,Paperback,395,2000,1999,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#84),read,,,,1,,,0,,,,,
13179815,"The Five Find-Outers and the Faked Painting (Enid Blyton Solve-it-Yourself Mysteries, #2)",Enid Blyton,"Blyton, Enid","Stephen Thraves, Cathy Wood","=""3757071476""","=""9783757071479""",4,4.20,Dragon Grafton,Paperback,,1986,1986,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#77),read,,,,1,,,0,,,,,
6138,The Moonstone,Wilkie Collins,"Collins, Wilkie",Carolyn G. Heilbrun,"=""0375757856""","=""9780375757853""",2,3.90,Modern Library,Paperback,528,2001,1868,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#78),read, one of the first novel-length detective stories which set the pattern for the genre based on the theft a gem from the relative of a corrupt English officer (eventually returned to its place on the head of chandra in somanAtha by 3 devoted brAhmaNas),,,1,,,0,,,,,
20454107,Coma,Robin Cook,"Cook, Robin",,"=""0316334464""","=""9780316334464""",4,3.88,Mulholland Books,Paperback,384,2014,1977,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#80),read,,,,1,,,0,,,,,
19691,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,"Clancy, Tom",,"=""0425172902""","=""9780425172902""",5,4.08,Berkley Trade,Paperback,432,1999,1984,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#76),read,,,,1,,,0,,,,,
841973,The Gods of Mars (Barsoom #2),Edgar Rice Burroughs,"Burroughs, Edgar Rice",Michael Whelan,"=""0345324390""","=""9780345324399""",3,3.88,Random House Ballantine Del Rey,Paperback,190,1963,1913,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#75),read,,,,1,,,0,,,,,
40425,"Tarzan of the Apes (Tarzan, #1)",Edgar Rice Burroughs,"Burroughs, Edgar Rice",,"=""0809599813""","=""9780809599813""",5,3.90,Wildside Press,Paperback,324,2003,1912,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#73),read,,,,1,,,0,,,,,
40395,"A Princess of Mars (Barsoom, #1)",Edgar Rice Burroughs,"Burroughs, Edgar Rice",John Seelye,"=""0143104888""","=""9780143104889""",5,3.81,Penguin Books,Paperback,186,2007,1912,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#74),read,,,,1,,,0,,,,,
7962,"Heartfire (Tales of Alvin Maker, #5)",Orson Scott Card,"Card, Orson Scott",,"=""1841490326""","=""9781841490328""",3,3.71,Orbit,,336,2001,1998,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#71),read,,,,1,,,0,,,,,
31357,"Prentice Alvin (Tales of Alvin Maker, #3)",Orson Scott Card,"Card, Orson Scott",,"=""1841490237""","=""9781841490236""",3,3.79,Orbit,Mass Market Paperback,342,2001,1989,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#70),read,,,,1,,,0,,,,,
92923,"The Crystal City (Tales of Alvin Maker, #6)",Orson Scott Card,"Card, Orson Scott",,"=""0812564626""","=""9780812564624""",2,3.61,Tor Books,Mass Market Paperback,340,2004,2003,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#72),read,,,,1,,,0,,,,,
40290,"Seventh Son (Tales of Alvin Maker, #1)",Orson Scott Card,"Card, Orson Scott",,"=""076534775X""","=""9780765347756""",4,3.87,"Tom Doherty Associates, LLC",Mass Market Paperback,241,1988,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#68),read,,,,1,,,0,,,,,
7968,"Red Prophet (Tales of Alvin Maker, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812524268""","=""9780812524260""",4,3.79,Tor Fantasy,Mass Market Paperback,311,1992,1988,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#69),read,,,,1,,,0,,,,,
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",4,4.56,Scholastic,Paperback,734,2002,2000,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#64),read,,,,1,,,0,,,,,
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439064864""","=""9780439064866""",4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#65),read,,,,1,,,0,,,,,
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""0439358078""","=""9780439358071""",4,4.50,Scholastic Inc.,Paperback,870,2004,2003,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#66),read,,,,1,,,0,,,,,
1,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.57,Scholastic Inc.,Paperback,652,2006,2005,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#67),read,,,,1,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Peter S. Beagle,"=""0618346260""","=""9780618346264""",4,4.44,Houghton Mifflin,Paperback,322,2003,1954,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#60),read,,,,1,,,0,,,,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""""","=""""",4,4.53,Del Rey,Mass Market Paperback,404,2003,1955,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#61),read,,,,1,,,0,,,,,
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",4,4.57,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#62),read,,,,1,,,0,,,,,
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#63),read,,,,1,,,0,,,,,
13817,"Shards of a Broken Crown (The Serpentwar Saga, #4)",Raymond E. Feist,"Feist, Raymond E.",,"=""0380789833""","=""9780380789832""",3,4.03,Harper Voyager,Mass Market Paperback,498,1999,1998,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#59),read,,,,1,,,0,,,,,
43916,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586217835""","=""9780586217832""",4,4.28,HarperCollins,Paperback,681,2009,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#55),read,"(For the series:) Midkemia with Seven Kingdoms and Kesh, Tsurani, rifts Much intrigue, some geopolitics, good character development and world-building. With Vaeloru (powerful masters who enslaved elves), elves of various varieties.",,,1,,,0,,,,,
13810,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0553564935""","=""9780553564938""",4,4.22,Spectra Books,Mass Market Paperback,499,1993,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#56),read,,,,1,,,0,,,,,
149302,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586064176""","=""9780586064177""",4,4.08,Grafton Books,Mass Market Paperback,432,1986,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#57),read,,,,1,,,0,,,,,
13813,"A Darkness At Sethanon (The Riftwar Saga, #4)",Raymond E. Feist,"Feist, Raymond E.",,"=""0586066888""","=""9780586066881""",4,4.16,Grafton Books,Mass Market Paperback,527,1987,1986,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#58),read,,,,1,,,0,,,,,
216443,"Heir to the Empire (Star Wars: The Thrawn Trilogy, #1)",Timothy Zahn,"Zahn, Timothy",,"=""0553296124""","=""9780553296129""",4,4.14,Bantam Spectra,Paperback,404,1992,1991,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#53),read,,,,1,,,0,,,,,
35816,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0586203192""","=""9780586203194""",4,3.58,Voyager,Paperback,302,1997,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#52),read,,,,1,,,0,,,,,
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0451457994""","=""9780451457998""",5,4.15,Roc,Paperback,297,2000,1968,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#50),read,,,,1,,,0,,,,,
216442,"Dark Force Rising (Star Wars: The Thrawn Trilogy, #2)",Timothy Zahn,"Zahn, Timothy",,"=""0553560719""","=""9780553560718""",3,4.16,Del Rey Books,Mass Market Paperback,439,1993,1992,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#54),read,,,,1,,,0,,,,,
70539,"2010: Odyssey Two (Space Odyssey, #2)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0345413970""","=""9780345413970""",4,3.92,Del Rey,Paperback,320,1997,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#51),read,,,,1,,,0,,,,,
1746518,"First Family (Amtrak Wars, #2)",Patrick Tilley,"Tilley, Patrick",,"=""0671655671""","=""9780671655679""",4,3.89,Baen Books,Paperback,399,1986,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#46),read,,,,1,,,0,,,,,
2164792,"Earth-Thunder (Amtrak Wars, #6)",Patrick Tilley,"Tilley, Patrick",,"=""0316903213""","=""9780316903219""",4,3.83,,,,,1998,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#48),read,,,,1,,,0,,,,,
60929,"Dawn (Xenogenesis, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446603775""","=""9780446603775""",4,4.13,Warner Books,Paperback,248,1997,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#49),read,,,,1,,,0,,,,,
1746527,"Death-Bringer (Amtrak Wars, #5)",Patrick Tilley,"Tilley, Patrick",,"=""0316903205""","=""9780316903202""",4,3.91,Sphere Books Ltd,Mass Market Paperback,373,1989,1989,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#47),read,,,,1,,,0,,,,,
313998,Johnny Mnemonic,William Gibson,"Gibson, William",Terry Bisson,"=""000224618X""","=""9780002246187""",4,3.77,HarperCollins,Hardcover,160,1996,1981,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#43),read,,,,1,,,0,,,,,
154091,"Mona Lisa Overdrive (Sprawl, #3)",William Gibson,"Gibson, William",,"=""0553281747""","=""9780553281743""",4,3.99,Bantam Spectra,Mass Market Paperback,308,1989,1988,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#42),read,,,,1,,,0,,,,,
2596311,"City of the Chasch (Planet of Adventure, #1)",Jack Vance,"Vance, Jack",,"=""0312940432""","=""9780312940430""",1,3.83,Bluejay,Paperback,200,1986,1968,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#44),read,,,,1,,,0,,,,,
40865,"Planet of Adventure (Planet of Adventure, #1-4)",Jack Vance,"Vance, Jack",,"=""0312854889""","=""9780312854881""",1,4.25,Orb Books,Paperback,544,1993,1968,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#45),read,,,,1,,,0,,,,,
22200,"Count Zero (Sprawl, #2)",William Gibson,"Gibson, William",,"=""0441013678""","=""9780441013678""",4,4.01,Ace Books,Paperback,308,2006,1986,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#41),read,,,,1,,,0,,,,,
77462,"Heechee Rendezvous (Heechee Saga, #3)",Frederik Pohl,"Pohl, Frederik",,"=""0345300556""","=""9780345300553""",4,3.85,Del Rey Books,Paperback,352,1985,1984,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#38),read,,,,1,,,0,,,,,
77463,"The Annals of the Heechee (Heechee Saga, #4)",Frederik Pohl,"Pohl, Frederik",,"=""0345325664""","=""9780345325662""",3,3.75,Del Rey,Mass Market Paperback,341,1988,1987,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#39),read,,,,1,,,0,,,,,
888628,"Neuromancer (Sprawl, #1)",William Gibson,"Gibson, William",Jack Womack,"=""""","=""""",5,3.90,Ace Books,Paperback,320,2000,1984,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#40),read,,,,1,,,0,,,,,
218427,"Gateway (Heechee Saga, #1)",Frederik Pohl,"Pohl, Frederik",,"=""0345475836""","=""9780345475831""",4,4.07,Del Rey,Paperback,278,2004,1977,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#36),read,,,,1,,,0,,,,,
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",Piotr W. Cholewa,"=""0312861877""","=""9780312861872""",4,3.80,Tor Books,Mass Market Paperback,592,1996,1991,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#34),read,,,,1,,,0,,,,,
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",3,3.77,Tor Books,Paperback,370,2002,1996,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#35),read,,,,1,,,0,,,,,
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",4,4.07,Tor Books,Paperback,382,1994,1986,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#33),read,,,,1,,,0,,,,,
373399,"Beyond the Blue Event Horizon (Heechee Saga, #2)",Frederik Pohl,"Pohl, Frederik",,"=""0345446674""","=""9780345446671""",4,3.96,Ballantine Books,Paperback,336,2000,1980,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#37),read,,,,1,,,0,,,,,
41810,"The Robots of Dawn (Robot, #3)",Isaac Asimov,"Asimov, Isaac",,"=""0553299492""","=""9780553299496""",4,4.17,Spectra,Paperback,435,1994,1983,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#29),read,,,,1,,,0,,,,,
70787,The Bicentennial Man and Other Stories,Isaac Asimov,"Asimov, Isaac",,"=""1857989325""","=""9781857989328""",4,4.12,Millennium,Paperback,211,2000,1976,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#31),read,,,,1,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott","Stefan Rudnicki, Harlan Ellison","=""0812550706""","=""9780812550702""",4,4.30,Macmillan Audio,Audiobook,352,2004,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#32),read,,,,1,,,0,,,,,
76688,"Robots and Empire (Robot, #4)",Isaac Asimov,"Asimov, Isaac",,"=""0586062009""","=""9780586062005""",4,4.20,Voyager,Paperback,512,1996,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#30),read,,,,1,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",4,4.17,Voyager,Mass Market Paperback,206,1997,1954,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#26),read,,,,1,,,0,,,,,
76683,Foundation's Edge (Foundation #4),Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",3,4.14,Bantam/Spectra,Paperback,450,2010,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#27),read,,,,1,,,0,,,,,
30016,"The Naked Sun (Robot, #2)",Isaac Asimov,"Asimov, Isaac",Chris     Moore,"=""""","=""""",4,4.16,HarperCollins Publishers,Mass Market Paperback,208,1996,1956,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#28),read,,,,1,,,0,,,,,
29579,"Foundation (Foundation, #1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803719""","=""9780553803716""",5,4.17,Bantam,Hardcover,244,2004,1951,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#23),read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",5,4.20,Bantam Books,Hardcover,224,2004,1950,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#24),read,,,,1,,,0,,,,,
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",4,4.21,Spectra Books,Hardcover,256,2004,1952,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#25),read,,,,1,,,0,,,,,
117,Heretics of Dune (Dune Chronicles #5),Frank Herbert,"Herbert, Frank",,"=""0441328008""","=""9780441328000""",4,3.87,Ace Books,Mass Market Paperback,471,1987,1984,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#22),read,,,,1,,,0,,,,,
106,Dune Messiah (Dune #2),Frank Herbert,"Herbert, Frank",,"=""0441172695""","=""9780441172696""",4,3.88,Ace Books,Mass Market Paperback,331,1987,1969,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#19),read,,,,1,,,0,,,,,
112,Children of Dune (Dune Chronicles #3),Frank Herbert,"Herbert, Frank",,"=""""","=""""",4,3.94,Ace Books,Mass Market Paperback,408,1987,1976,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#20),read,,,,1,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Domingo Santos,"=""0340839937""","=""9780340839935""",5,4.23,Hodder & Stoughton,Paperback,604,2006,1965,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#18),read,,,,1,,,0,,,,,
42432,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,"Herbert, Frank",,"=""0575075066""","=""9780575075061""",4,3.86,Victor Gollancz,Paperback,454,2003,1981,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#21),read,,,,1,,,0,,,,,
834333,20000 Leagues Under the Sea,Jules Verne,"Verne, Jules",,"=""0679602534""","=""9780679602538""",5,3.89,Modern Library,Hardcover,406,2001,1870,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#14),read,,,,1,,,0,,,,,
32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,"Verne, Jules",,"=""0553213970""","=""9780553213973""",4,3.86,Bantam,Paperback,240,2006,1864,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#15),read,,,,1,,,0,,,,,
50840,Farnham's Freehold,Robert A. Heinlein,"Heinlein, Robert A.",,"=""1416520937""","=""9781416520931""",4,3.56,Baen Books,Paperback,294,2006,1964,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#13),read,,,,1,,,0,,,,,
54479,Around the World in Eighty Days,Jules Verne,"Verne, Jules","Michael Glencross, Brian W. Aldiss","=""014044906X""","=""9780140449068""",4,3.94,Penguin Books ,Paperback,252,2004,1872,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#16),read,,,,1,,,0,,,,,
16690,The Moon Is a Harsh Mistress,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0340837942""","=""9780340837948""",4,4.15,Hodder & Stoughton,Paperback,288,2005,1966,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#12),read,,,,1,,,0,,,,,
61666,Contact,Carl Sagan,"Sagan, Carl",William Olivier Desmond,"=""2266079999""","=""9782266079990""",4,4.13,Pocket,Mass Market Paperback,580,1997,1985,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#11),read,,,,1,,,0,,,,,
769658,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,"Hubbard, L. Ron",,"=""""","=""""",4,3.48,Galaxy Press,Paperback,1050,2001,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#10),read,,,,1,,,0,,,,,
8650,The Lost World (Jurassic Park #2),Michael Crichton,"Crichton, Michael",,"=""0752224417""","=""9780752224411""",4,3.79,"Alfred A. Knopf, Inc.",Mass Market Paperback,448,1995,1995,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#9),read,,,,1,,,0,,,,,
7672,Congo,Michael Crichton,"Crichton, Michael",,"=""0060541830""","=""9780060541835""",4,3.61,Avon Books,Paperback,442,2003,1980,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#8),read,,,,1,,,0,,,,,
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",4,3.90,Avon Books,Paperback,327,2003,1969,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#7),read,,,,1,,,0,,,,,
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",4,3.96,Del Rey,Paperback,288,1993,1992,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#5),read,,,,1,,,0,,,,,
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.10,Del Rey,Kindle Edition,225,2008,1984,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#6),read,,,,2,,,0,,,,,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.21,Del Rey,Paperback,250,2005,1980,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#3),read,,,,1,,,0,,,,,
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey,Paperback,193,2007,1979,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#2),read,,,,1,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",4,4.20,Del Rey,Paperback,224,2005,1982,,2018/02/27,science-fiction-and-fantasy,science-fiction-and-fantasy (#4),read,,,,2,,,0,,,,,
